Method,Round,SelectedClients,MeanStaleness,ValMacroF1,MeanLocalLoss
MultiKrum,14,10,0.0,0.5233590985393921,0.6624969382511542
MultiKrum,15,10,0.0,0.5309659126330982,0.6620764207524259
MultiKrum,16,10,0.0,0.5242771093369051,0.6591776029883993
MultiKrum,17,10,0.0,0.5284194874048768,0.5975966083883901
MultiKrum,18,10,0.0,0.5293676751013343,0.615813079119126
MultiKrum,19,10,0.0,0.5283734393127894,0.5952519154340628
MultiKrum,20,10,0.0,0.5300366539663313,0.5972692551778318
MultiKrum,21,10,0.0,0.53336076916984,0.5850447590439506
MultiKrum,22,10,0.0,0.532366817553235,0.5901907586307475
MultiKrum,23,10,0.0,0.5298198697307602,0.5593347861728685
MultiKrum,24,10,0.0,0.5284935542564658,0.5675318822860833
MultiKrum,25,10,0.0,0.5273629705860698,0.6176546199363635
MultiKrum,26,10,0.0,0.5286761173291906,0.5341241174352588
MultiKrum,27,10,0.0,0.5330340304737552,0.5533013717426493
MultiKrum,28,10,0.0,0.5312162227652505,0.5592186254946204
MultiKrum,29,10,0.0,0.5318481067032365,0.5312099152249646
MultiKrum,30,10,0.0,0.5307527168466802,0.5448538615899926
MultiKrum,31,10,0.0,0.5318846771950385,0.5650017162945916
MultiKrum,32,10,0.0,0.5341914720053914,0.5390602806938998
MultiKrum,33,10,0.0,0.5360913373302657,0.565828693581545
MultiKrum,34,10,0.0,0.5340651933400592,0.5506891968597918
MultiKrum,35,10,0.0,0.5371069061462154,0.5604344374543813
MultiKrum,36,10,0.0,0.5391417071231687,0.5327395955342108
MultiKrum,37,10,0.0,0.5372239453408499,0.5400108341658215
MultiKrum,38,10,0.0,0.5416176064553616,0.5193902278583342
MultiKrum,39,10,0.0,0.5408712762132476,0.4785629826457886
MultiKrum,40,10,0.0,0.5395126761304467,0.5393085555936291
RawTrust,1,8,0.0,0.25719125339678983,0.8608347999508894
RawTrust,2,8,0.375,0.2544924595215205,0.8915703466807421
RawTrust,3,10,1.2,0.25508857295550746,0.8519244269272587
RawTrust,4,8,1.375,0.3143567142638,0.9870279661722887
RawTrust,5,10,1.2,0.40634933206845786,0.8964359403712805
RawTrust,6,10,1.3,0.4239313723990097,0.8165171450548062
RawTrust,7,8,0.875,0.32009861034992665,0.8576045254043092
RawTrust,8,8,2.0,0.4276552858278572,0.6521781793182835
RawTrust,9,5,1.2,0.4544721303410051,0.816685744527466
RawTrust,10,7,0.5714285714285714,0.5431364888951804,0.8234743839392136
RawTrust,11,8,1.375,0.5167103423869424,0.41910771937124364
